Produk,Harga_Produk,Produk_Terjual,Lokasi_Toko,E-Commerce
TECNO POVA 7 Ram 8/128GB & Ram 8/256GB Garansi Resmi,2929000,111.0,bekasi (kota),Shopee
Samsung A55 5G 8/256 & 12/256 (Free temper & silikon) Resmi sein,5199000,631.0,surabaya (kota),Shopee
Vivo Y19s Ram 4/64GB I Ram 4/128GB I Ram 6/128GB Segel Original & Bergaransi Resmi,1550250,351.0,surabaya (kota),Shopee
Xiaomi Poco F7 5G 12/512 GB  12/512GB  Garansi Resmi Xiaomi Indonesia,6290000,222.0,palembang (kota),Shopee
Samsung Galaxy A05 Ram 6/128 Free adaptor 25w Garansi resmi samsung 1Tahun,1355000,301.0,surabaya (kota),Shopee
XIAOMI POCO F6 5G ORIGINAL BERGARANSI RESMI XIAOMI SERVICE CENTER TAM,4999000,253.0,surabaya (kota),Shopee
MAXTRON S10 LITE S10 PLAY - HP ANDROID 4G - RAM 2GB ROM 8GB - HP MAXTRON,555000,1000.0,jakarta barat (kota),Shopee
Samsung J1 ACE 4G SM-J111F/DS / Galaxy J2 Prime 4G / Samsung Lipat GT-E1272 / Normal siap pakai,79000,1000.0,cirebon (kabupaten),Shopee
Handphone Nokia Lipat 2660 Flip Dual Sim Crad,390000,24.0,samarinda (kota),Shopee
Samsung A15 4g 8/128 8/256 Second Fullset Istimewa Siap Lembur,1750000,38.0,surakarta (kota),Shopee
Tecno Spark Go 1 Ram 3/64GB | Ram 4/64GB | Ram 4/128GB Second Original,1215002,14.0,surabaya (kota),Shopee
Samsung Galaxy A56 5G 12/256GB AMOLED 120Hz,4794000,261.0,surabaya (kota),Shopee
HP VIVO Y19 Ram 8/256GB Layar 6.53 inci 4LTE Baru Smartphone Garansi 1 Tahun,669000,0.0,jakarta utara (kota),Shopee
Vivo Y19S Ram 4/64GB | Ram 4/128GB | Ram 6/128GB ( Second ),1380999,8.0,surabaya (kota),Shopee
SAMSUNG A26 5G 8/256 SECOND MULUS PEMAKAIAN,3333000,11.0,sidoarjo (kabupaten),Shopee
VIVO V60 Lite 8/256 5G NEW GARANSI RESMI,4900000,192.0,jember (kabupaten),Shopee
Vivo V30 12/512GB // 8/256GB 5G SECOND MULUS TERAWAT,3799000,16.0,sidoarjo (kabupaten),Shopee
SEIN | Samsung Note 10+ Plus 12/512GB 256GB | Note 10 8/256GB | Note 9 6/128GB Second Resmi Fullset,2099000,538.0,tangerang selatan (kota),Shopee
Samsung S23 5G 8/256GB // 8/128GB SEIN MULUS TERAWAT,6849000,34.0,sidoarjo (kabupaten),Shopee
"Apple Iphone 15/15+ (128GB, 256GB) Super Retina XDR",13403000,64.0,surabaya (kota),Shopee
Samsung A36 8/256 5G Baru Garansi Resmi 1 Tahun,5000000,153.0,jember (kabupaten),Shopee
Samsung S23 ULTRA 12/1TB // 12/512GB // 12/256GB Resmi mulus terawat,10299000,38.0,sidoarjo (kabupaten),Shopee
POCO X7 Pro 5G 12/512 GB Original New Garansi Resmi,5249000,64.0,sidoarjo (kabupaten),Shopee
POCO F7 5G 12/512GB GARANSI RESMI XIAOMI POCO F7 (12/512GB),6299000,411.0,banjarmasin (kota),Shopee
Realme Narzo 50 - 50A - 50A Prime 4/64 -  4/128 Gaming Phone Resmi,1350000,87.0,sleman (kabupaten),Shopee
samsung galaxy a35 5G 8/256 -galaxy a36 5G 12/256 a36 8/256gb - galaxy a34 5G 8/256gb a34 8/128gb galaxy a335G  8/256gb garansi resmi,4568000,223.0,tangerang (kota),Shopee
POCO X7 PRO 5G 12/512 GB No Repack Garansi Resmi,5179000,40.0,batu (kota),Shopee
XIAOMI 15T 5G (12/256)(12/512) ORIGINAL BERGARANSI RESMI XIAOMI TAM INDONESIA,7295000,210.0,surabaya (kota),Shopee
Samsung S23 Second Resmi ex SEIN BC Beacukai IMEI Permanen 100% Original FULLSET 128GB 256GB 512GB,8038800,143.0,jakarta selatan (kota),Shopee
Samsung A07 6/128gb 8/256gb Second Original,1050000,21.0,jakarta barat (kota),Shopee
IPHONE SECOND 12 MINI 64GB / 128GB / 256GB FULLSET LIKENEW,3597000,22.0,sidoarjo (kabupaten),Shopee
Samsung Galaxy S23 5G SEIN 8/256GB 8/128GB Second Fullset Original Resmi Indonesia,5949000,99.0,tangerang selatan (kota),Shopee
Samsung Galaxy A36 5G 12/256GB - Awesome White,6399000,466.0,jakarta utara (kota),Shopee
Infinix Smart 9 | Smart 9 HD Ram 3/64GB | Ram 4/64GB | Ram 4/128GB Second Original,1149888,19.0,surabaya (kota),Shopee
SONY XPERIA 5 IV 5G RAM 8/128GB - XPERIA 5 MARK 4 - Snapdragon 8 Gen 1 5G,2499000,52.0,jakarta utara (kota),Shopee
NEW ITEL A90 64GB 128GB 256GB Garansi Resmi Indonesia 1 Tahun,1299000,0.0,gianyar (kabupaten),Shopee
Xiaomi Redmi A5 Ram 4/Rom 128gb Garansi Resmi Xiaomi,1600000,4.0,surabaya (kota),Shopee
iTel S25 Ultra Ram 8/128GB | 8/256GB | 8/512GB (Second),2166999,14.0,surabaya (kota),Shopee
Xiaomi 15T 12/512 Garansi resmi Xiaomi Indonesia,5650000,66.0,surabaya (kota),Shopee
Xiaomi 15T 5G Ram12/512Gb 100% Original & Bergaransi Resmi Xiaomi Seindonesia,6999000,112.0,surabaya (kota),Shopee
"POCO F7 5G 12/512GB | Snapdragon 8s Gen 4 | 6.83"" 1.5K 120Hz AMOLED | 50MP camera OIS Garansi Resmi",6449000,165.0,denpasar (kota),Shopee
Poco C71 4/128 garansi resmi,1450000,47.0,bojonegoro (kabupaten),Shopee
Poco F7 5G 12/512 Garansi Resmi Original 100%,5999000,13.0,surabaya (kota),Shopee
11 PROMAX 64GB/256GB/512GB Second Like New Original Bergaransi,3525000,221.0,semarang (kota),Shopee
Samsung A07 8/256 Garansi Resmi Indonesia Baru,2399000,21.0,surabaya (kota),Shopee
Handphone Murah Second Original 100% Android,355555,1000.0,sleman (kabupaten),Shopee
12 PROMAX 128GB/256GB/512GB Second Like New Original Bergaransi,6325000,123.0,semarang (kota),Shopee
HPV15 RAM 8 /256 GB 6.53 INCHI GARANSI,1109999,943.0,pekanbaru (kota),Shopee
INFINIX SMART 10 RAM 4/ROM 128GB GARANSI RESMI INFINIX,1350000,7.0,surabaya (kota),Shopee
Samsung Galaxy A54 5G 256Gb SEIN original Termurah,3289999,20.0,bandung (kota),Shopee
Samsung Galaxy S25 FE 8/512 8/256 GB Exynos 2400 Android Galaxy AI 4900 mAh Garansi Resmi,10099000,3.0,sleman (kabupaten),Shopee
SEIN Samsung Galaxy Note 20 Ultra 5G 12/512GB | Note 10+ Plus 8/256GB Second Fullset Original Resmi,2349000,786.0,tangerang selatan (kota),Shopee
TECNO SPARK 30C 8GB 256GB BERGARANSI RESMI,1319000,0.0,jakarta pusat (kota),Shopee
iTel P65 Ram 8 Rom 128GB,1740592,8.0,surabaya (kota),Shopee
Samsung Galaxy S25 12/256Gb  & 12/512Gb [Garansi Resmi Sein],14499000,21.0,badung (kabupaten),Shopee
IPHONE 12 64GB 128GB 256GB SECOND ORIGINAL FULLSET,3400000,259.0,jakarta utara (kota),Shopee
Itel P40 Ram 4/64GB | Ram 4/128GB(Second),1299000,9.0,surabaya (kota),Shopee
HONOR 400 5G 12/512 GB GARANSI RESMI HONOR INDONESIA TERMURAH,7099000,22.0,surabaya (kota),Shopee
Poco F7 Pro 12GB/512GB Snapdragon 8 Gen 3,8999000,21.0,samarinda (kota),Shopee
SAMSUNG A55 5G RAM 8/256GB NEW 100% ORIGINAL FREE ADAPTOR 25W,6494000,313.0,surabaya (kota),Shopee
"ITEL A90 Ram 4/64 GB, 4/128 GB,4/256 Garansi Resmi",1498000,6.0,tangerang (kota),Shopee
Samsung Z FOLD 6 12/512GB // 12/256GB SEIN MULUS TERAWAT,13999000,19.0,sidoarjo (kabupaten),Shopee
SAMSUNG A55 5G RAM 8/256GB NEW 100% ORIGINAL FREE ADAPTOR 25W,6494000,313.0,surabaya (kota),Shopee
Samsung Z FOLD 6 12/512GB // 12/256GB SEIN MULUS TERAWAT,13999000,19.0,sidoarjo (kabupaten),Shopee
Samsung z flip6 z flip 6 ram 12/512gb ram 12/256gb zflip6 z flip6 garansi resmi,10298000,62.0,tangerang (kota),Shopee
POCO F6 NEW RAM 8/12 INTERNAL 256/512 GARANSI RESMI INDONESIA,4395000,21.0,surabaya (kota),Shopee
iPhone 14  128GB 256GB 512GB Bergaransi  Resmi 1 Tahun,9199000,2.0,gianyar (kabupaten),Shopee
iPhone 11 128GB/64GB Original Ex Inter Cod Warna Putih,6300000,23.0,jakarta barat (kota),Shopee
"iqoo z9x 8/128 ,8/256 dan 12/256 new resmi bnib segel ori pabrik",2850000,7.0,sukoharjo (kabupaten),Shopee
(cod) Nokia 7  hitam  4G-LTE /NFC/4GB+64GB/16MP+5MP/bouns / handphone nokia android /garansi indonesia pk vivo,889000,370.0,tangerang (kota),Shopee
SMARTPHONE 13 BRAND NEW GARANSI RESMI 12 BULAN,8750000,47.0,sleman (kabupaten),Shopee
Realme C17 6/256 & C11 Second Fullset Ori,900000,28.0,banyumas (kabupaten),Shopee
HP HANDPHONE EVERCROSS XTREAM 1 S45 RAM 1/8 GB DUAL SIM 4G,649000,2.0,denpasar (kota),Shopee
Iphone 12 64/128/256GB Second Bergaransi,5049000,15.0,denpasar (kota),Shopee
Smartphone iPhone XR 64 128 GB Ex Inter Resmi All Operator,1195000,24.0,gresik (kabupaten),Shopee
Samsung Galaxy S25 Ultra 12/1TB Smartphone AI | Galaxy AI | Kamera 200MP | Prosesor Snapdragon 8 Elite | S Pen,26999000,165.0,tangerang (kabupaten),Shopee
ZTE NUBIA NEO 3 GT 5G 8/256  YELLOW,3639000,6.0,palangka raya (kota),Shopee
huawei nova 5t 128gb rom 8gb ram kirin 980 fullset resmi Indonesia,1800000,433.0,kulon progo (kabupaten),Shopee
huawei Nova 9 256gb Rom 8gb ram fullset original,3050000,172.0,kulon progo (kabupaten),Shopee
Tam | Asus Zenfone 10 | 9 | 16/512GB 256GB 8/256GB 128GB Garansi Resmi,4699000,49.0,tangerang selatan (kota),Shopee
Samsung Galaxy S23 Ultra 5G Ram 12/1TB ram 12/512GB ram 12/256Gb s23ultra Garansi Resmi,12608000,49.0,tangerang (kota),Shopee
"OPPO Reno11pro 5G [12+12/512GB], Garansi resmi Oppo indonesia",6999000,20.0,surabaya (kota),Shopee
Oppo Reno 11 pro 5G 12+12/512 New Segel Garansi Resmi,8999000,6.0,surabaya (kota),Shopee
ZTE BLADE V40 VITA 4GB 128GB 6.75 Inch Triple Camera 48MP 5130 mAh Garansi Resmi,850000,0.0,jakarta selatan (kota),Shopee
Samsung Galaxy Z Fold 6 12/256GB 12/512GB 12/1TB - Snapdragon8 AI Smartphone Lipat Z Fold 6 50MP | Garansi Resmi SEIN 1 Tahun,19279000,5.0,tangerang (kota),Shopee
"Vivo X200 Pro 5G 6.78"" 120Hz Dimensity 9400 6000mAh 90W 50MP Android 15",14799000,17.0,jakarta selatan (kota),Shopee
IteL P55 NFC RAM 8/128,1650000,1.0,banjarbaru (kota),Shopee
VIVO V70 FE 12/ 256GB HP Vivo Terbaru 2025 Kamera Jernih Batre Besar Hape Gaming Spek Dewa,6469000,6.0,bandung (kota),Shopee
Hp Oppo Reno 11 Pro 5G Ram 12GB Internal 512GB Garansi Resmi,8999000,1.0,pekanbaru (kota),Shopee
"Nokia X30 5G 8GB+256GB 4200mAH 33W 6.43""AMOLED Android 12",6249000,2.0,jakarta pusat (kota),Shopee
Nothing Phone 4a 5G 12GB 256GB Snapdragon 7s Gen 4 50MP 120Hz 5080mAh 50W IP64 BNIB Garansi Original,16399000,8.0,makassar (kota),Shopee
Oppo Reno 11 Pro 5G 12/512GB Garansi Resmi,8999000,1.0,madiun (kota),Shopee
Oneplus Ace 6 5G 16GB 1TB Snapdragon 8 Elite 165Hz 7800mAh 120W IP68/69K BNIB Bergaransi Original,9899000,3.0,makassar (kota),Shopee
Vivo X300 5G 16GB 1TB Dimensity 9500 200MP 120Hz 6040mAh 90W IP68/69 BNIB Bergaransi Original,15899000,1.0,makassar (kota),Shopee
Oneplus Ace 5 Ultra 5G Dimensity 9400+ 144Hz 6700mAh 100W IP65 BNIB Garansi Resmi 1 Tahun Original,9299000,6.0,makassar (kota),Shopee
IQOO Z11 Turbo 5G 16GB 1TB Snapdragon 8 Gen 5 200MP 144Hz 7600mAh 100W IP68/69 BNIB Garansi Original,10399000,4.0,makassar (kota),Shopee
Samsung Galaxy A07 4/128GB - Light Violet,1899000,3000.0,jakarta utara (kota),Shopee
Samsung Galaxy A17 8/128GB - Black,3099000,1000.0,jakarta utara (kota),Shopee
DZL - HP SAMSUNG Galaxy A07 4G 8/256 6/128 4/128 4/64 GB Original Resmi Official Store Handphone Ori,2599000,495.0,sleman (kabupaten),Shopee
Infinix Smart 20 4/128GB - Up to 8GB Extended RAM - Mediatek Helio G81 - 6.78” - 8MP - 5200 mAh - IP64,1699000,3000.0,jakarta utara (kota),Shopee
INFINIX Hot 60 Pro NFC 8/256GB ( +8GB Extended RAM ) Garansi Resmi Infinix,1999000,7000.0,bekasi (kota),Shopee
IQO Z9 5G 12+12 /256 GB,1400000,0.0,kuningan (kabupaten),Shopee
Samsung Galaxy A07  4G 4/64GB | 4/128GB | 6/128GB | 8/256GB [FREE ADAPTOR ORIGINAL SAMSUNG] - Garansi Resmi SEIN INDONESIA,1519000,8000.0,jakarta pusat (kota),Shopee
Infinix Note 60 8/256GB - Up to 16GB Extended RAM - Dimensity 7400 Ultimate - 6.78” 1.5K Amoled - 50MP - 6500 mAh - NFC,3979000,2000.0,surabaya (kota),Shopee
Samsung Galaxy A07 8GB+256GB Prosesor Helio G99 Gaming - Garansi Resmi 1 Tahun,1549000,317.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 8/256GB Garansi Resmi Samsung,1699000,4000.0,bekasi (kota),Shopee
Samsung Galaxy A07  4G 4/64GB | 4/128GB | 6/128GB | 8/256GB [FREE ADAPTOR ORIGINAL SAMSUNG] - Garansi Resmi SEIN INDONESIA,1759000,2000.0,jakarta pusat (kota),Shopee
Xiaomi Redmi 15 8GB/128GB 8GB/256GB 7000mAh 33W Super Fast Charging Ekspansi RAM hingga 16GB,2361000,186.0,surabaya (kota),Shopee
Tecno Spark Go 3 4/64GB 4/128GB [Garansi Resmi Tecno],1511000,21.0,surabaya (kota),Shopee
"Samsung Galaxy A07 (RAM 4/6/8GB, ROM 64/128/256GB, Helio G99, 6x OS Update)",1683000,496.0,pasuruan (kota),Shopee
Samsung Galaxy A17 5G 8/256GB - Black,3799000,3000.0,jakarta utara (kota),Shopee
Xiaomi Redmi 15 | Snapdragon 685 (6nm) | 6.9” DotDisplay FHD+ | 50MP | 7000mAh Fast Charging 33W* | IP64,2648000,70.0,surabaya (kota),Shopee
Xiaomi Redmi 15C 6GB/128GB I 8GB/256GB Garansi Resmi Xiaomi Indonesia,1939000,2000.0,jakarta pusat (kota),Shopee
Xiaomi Redmi 15C 6GB/128GB I 8GB/256GB Garansi Resmi Xiaomi Indonesia,1939000,2000.0,jakarta pusat (kota),Shopee
Samsung A07 4GB / 64GB | 4GB / 128GB | 6GB/128GB | 8GB / 256GB | CAMERA 50MP | 90HZ | Helio G99 | 5000 MAH | Garansi Resmi.,1699000,103.0,sidoarjo (kabupaten),Shopee
NEW SAMSUNG A07 RAM 8 256 GB 90 HZ MEDIATEK HELIO G99,1579000,378.0,depok (kota),Shopee
Samsung Galaxy A17 8/128GB Garansi Resmi SEIN,3499000,102.0,surabaya (kota),Shopee
Xiaomi Redmi 15 | Snapdragon 685 (6nm) | 6.9” DotDisplay FHD+ | 50MP | 7000mAh Fast Charging 33W* | IP64,2648000,70.0,surabaya (kota),Shopee
"Xiaomi Redmi 15 8/128 GB - 8/256 GB Qualcomm Snapdragon 685 Layar 6.9""",2379000,418.0,surabaya (kota),Shopee
Samsung Galaxy A07 8/256GB - Black,2599000,4000.0,jakarta utara (kota),Shopee
Samsung Galaxy A17 8/128GB & 8/256GB [Garansi Resmi Samsung],3499000,231.0,banyuwangi (kabupaten),Shopee
INFINIX HOT 60 PRO PLUS 8GB 128/256GB SILVER - BLACK,2889000,550.0,surabaya (kota),Shopee
Samsung Galaxy A17 8/256GB Garansi Resmi SEIN,3999000,63.0,surabaya (kota),Shopee
Infinix Hot 60 Pro 8GB/256GB Garansi Resmi Indonesia,2469000,1000.0,jakarta pusat (kota),Shopee
"[SUPERZOOM FLASHSNAP] TECNO CAMON 50 8GB+8GB*/128GB, 50MP Sony + 8MP Ultra Wide, 32MP Front Camera, 1.5K 144Hz AMOLED, Mediatek Helio G200 Ultimate , IP69K, 45W Ultra Charging, camon50",3799000,911.0,jakarta barat (kota),Shopee
"Redmi Note 15 4G (Ram 8GB, Rom 128/256GB, Helio G100, Curved Display, Body Titan Durability)",3003000,47.0,surabaya (kota),Shopee
Xiaomi Poco C71 [4GB+128GB] - Garansi Resmi 1 Tahun,1449000,3000.0,jakarta utara (kota),Shopee
Xiaomi Redmi 15 NFC 8/256GB Garansi Resmi Xiaomi,2199000,4000.0,bekasi (kota),Shopee
Samsung Galaxy A07 8/256GB Garansi Resmi Samsung,1699000,4000.0,bekasi (kota),Shopee
"Infinix GT 30 5G 8/256GB - Up to 16GB Extended RAM - Dimensity 7400 5G - 6.78"" Amoled+ 144Hz - 64MP - NFC",3409000,2000.0,jakarta utara (kota),Shopee
Oppo A6x 4/64GB Garansi Resmi Indonesia,2099000,51.0,surabaya (kota),Shopee
"Xiaomi Poco C71 Layar 6,88"" 4GB+128GB - Garansi Resmi 1 Tahun",1449000,626.0,jakarta utara (kota),Shopee
DZL - HP XIAOMI Redmi 15C 8/256 6/128 GB NFC Original Garansi Resmi Official Store Handphone Ori,2099000,1000.0,sleman (kabupaten),Shopee
"Samsung A17 LTE (RAM 8GB, ROM 128/256GB, Exynos 1330, Knox Vault)",3207000,72.0,surabaya (kota),Shopee
"INFINIX SMART 20 4GB 128GB - Helio G81 Ultimate - 6.78"" 120Hz HD+ - 5200 mAh",1489000,4000.0,jakarta pusat (kota),Shopee
iPhone 17 Pro [256GB] [512GB] Resmi,23990000,215.0,jakarta barat (kota),Shopee
Samsung Galaxy A07 4/128GB - Green,1999000,3000.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 LTE 4/64GB 4/128GB 6/128GB 8/256GB - Garansi Resmi 1 Tahun,1635000,437.0,surabaya (kota),Shopee
"[ONLINE EXCLUSIVE] vivo V60 Lite 4G (8/128) 50MP Sony Camera, 6500 mAh + 90W FlashCharge, Bypass Charging, AI Four-Seasons, SGS 5-Star Drop Resistance",4699000,992.0,Tidak Diketahui,Shopee
INFINIX HOT 60 PRO PLUS 8GB (128GB/256GB),2779000,144.0,surabaya (kota),Shopee
"TECNO SPARK 40 Pro - 8+8GB*/128GB, 1.5K & 144Hz AMOLED Display, Ultra Thin Body, Mediatek Helio G100 Ultimate, 5200mAh+45W Fast Charge, IP64 - spark40pro",2599000,3000.0,jakarta barat (kota),Shopee
Xiaomi Redmi 15C 6/128GB 8/256GB RAM 6GB 8GB ROM 128GB 256GB,1951000,105.0,surabaya (kota),Shopee
Infinix Hot 60 Pro 8/256Gb [Garansi Resmi Infinix Indonesia],2807000,181.0,klungkung (kabupaten),Shopee
Samsung Galaxy A17 5G 8/256GB | Camera 50mp | Garansi Resmi,3649000,16.0,sidoarjo (kabupaten),Shopee
Samsung Galaxy A17 8/256GB - Light Blue,3999000,1000.0,jakarta utara (kota),Shopee
devilmimi realme C85 Dinamis RAM 8GB+16GB/256GB Utra Batery 7000mAh | Ultra Waterproof IP69 Pro ORI,2649000,53.0,surabaya (kota),Shopee
Samsung Galaxy A17 8/128GB - Light Blue,3499000,3000.0,surabaya (kota),Shopee
"TECNO SPARK 40 Pro+ - 8+8GB*/256GB, Mediatek Helio G200, 30W Wireless Charge, 1.5K & 144Hz 3D Curved AMOLED Display, Ultra Thin Body, 5200mAh+45W Fast Charge, IP64 - spark40proplus",2899000,1000.0,jakarta barat (kota),Shopee
"Handphone Xiaomi Redmi 15C 6/128GB , 8/256GB 6000mAh 33W - Garansi Resmi",1951000,83.0,surabaya (kota),Shopee
"[Online Exclusive] vivo iQOO Z10 Lite , 120Hz FLAT AMOLED, 6000mAh 44W Bypass Charging, Snapdragon 685, IP68+69, 50MP Sony IMX + NFC",2999000,3000.0,Tidak Diketahui,Shopee
[FREE ADP 25W]  Samsung Galaxy A07 4G 4/64GB | 4/128GB | 6/128GB | 8/256GB - Garansi Resmi SEIN,1519000,808.0,jakarta pusat (kota),Shopee
Infinix Hot 60 Pro+ 8/256GB - Up to 16GB Extended RAM - Helio G200 - 6.78 inch 1.5k AMOLED - 50MP - 5160 mAh - NFC,2909000,10000.0,jakarta utara (kota),Shopee
devilmimi realme C71 Baru Dynamic ram 6GB+12GB / 128GB Military Grade Shock Resistance Garansi resmi,2139000,77.0,surabaya (kota),Shopee
Samsung Galaxy A17 8/128GB - Gray,3499000,3000.0,surabaya (kota),Shopee
"iQOO Z10, 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS",3999000,2000.0,surabaya (kota),Shopee
Infinix Note Edge 5G+ 8/256GB - Up to 16GB Extended RAM - Dimensity 7100 5G - 6.78” 3D Curved Amoled - 50MP - 6500 mAh - NFC,3449000,2000.0,jakarta utara (kota),Shopee
"Tecno Spark GO 3 4/64GB, 4/128GB IP64, 6.75"" HD+, 120Hz Smooth Display, 5000mAh, 15W Charging | Garansi Resmi Tecno 1 Tahun",1386000,166.0,jakarta barat (kota),Shopee
Hp  A31 RAM 8/256GB 4G LTE Garansi 1 Tahun Grosir,885000,2000.0,jakarta utara (kota),Shopee
iTel S25 Ram 8GB Rom 128GB ( Second ),1689199,5.0,surabaya (kota),Shopee
TECNO SPARK 40  6/128GB - Garansi Resmi,1969000,92.0,kotawaringin timur (kabupaten),Shopee
Xiaomi Redmi A5 4/128 Garansi Resmi 1 tahun,1600000,2000.0,semarang (kota),Shopee
Samsung Galaxy A17 5G 8/256GB - Gray,4499000,2000.0,surabaya (kota),Shopee
[NEW LAUNCH] TECNO Spark Go 3 | 4+4/64GB | 4+4/128GB - Garansi Resmi,1389000,664.0,jakarta pusat (kota),Shopee
Samsung Galaxy A17 5G 8/256GB - Blue,4599000,1000.0,jakarta utara (kota),Shopee
Dizo Star 300 500 Double GSM Feature Phone telepon genggam klasik,173000,50.0,surabaya (kota),Shopee
Xiaomi Redmi 15 8/128GB | 8/256GB - Garansi Resmi,2299000,580.0,jakarta pusat (kota),Shopee
devilmimi realme C71 Baru Dynamic ram 6GB+12GB / 128GB Military Grade Shock Resistance Garansi resmi,2139000,77.0,surabaya (kota),Shopee
Hp  A31 RAM 8/256GB 4G LTE Garansi 1 Tahun Grosir,885000,2000.0,jakarta utara (kota),Shopee
"Tecno Spark GO 3 4/64GB, 4/128GB IP64, 6.75"" HD+, 120Hz Smooth Display, 5000mAh, 15W Charging | Garansi Resmi Tecno 1 Tahun",1386000,166.0,jakarta barat (kota),Shopee
TECNO SPARK 40  6/128GB - Garansi Resmi,1969000,92.0,kotawaringin timur (kabupaten),Shopee
[Official Store] realme P3 Lite 4/128GB 4+8GB Extended RAM Garansi resmi HP Android Murah Handphone,1701080,56.0,jakarta utara (kota),Shopee
[NEW LAUNCH] TECNO Spark Go 3 | 4+4/64GB | 4+4/128GB - Garansi Resmi,1389000,664.0,jakarta pusat (kota),Shopee
Samsung Galaxy A17 LTE [8GB+256GB] - Garansi Resmi 1 Tahun,2899000,128.0,jakarta utara (kota),Shopee
Samsung Galaxy A17 5G 8/256GB - Blue,4599000,1000.0,jakarta utara (kota),Shopee
"TECNO SPARK Go 3 4GB+4GB*/64GB, IP64, 6.75"" HD+, 120Hz Smooth Display, 5000mAh, 15W* Charging, Freelink Communication, TECNO AI - sparkgo3",1549000,422.0,jakarta barat (kota),Shopee
Dizo Star 300 500 Double GSM Feature Phone telepon genggam klasik,173000,50.0,surabaya (kota),Shopee
Realme C71 [8GB+128GB] - Garansi Resmi 1 Tahun,1749000,140.0,jakarta utara (kota),Shopee
Samsung J2 Prime SM-G532G Normal siap pakai,170000,6000.0,cirebon (kabupaten),Shopee
Samsung Galaxy A17 5G 8/256GB - Gray,4499000,2000.0,surabaya (kota),Shopee
Samsung  Galaxy A07 5G ram 6/128gb Galaxy A07 4G ram 8/256gb free adaptor 25w galaxy a07 ram 6/128 A07 a07 ram 4/128 Garansi Resmi,2028000,49.0,tangerang (kota),Shopee
Xiaomi Poco C71 [4GB+128GB] Octa-core - Garansi Resmi 1 Tahun,1449000,215.0,jakarta utara (kota),Shopee
Nokia 110 (2024) Handphone Jadul 64/128 Dual SIM 1000mAh - Garansi Resmi,345000,222.0,Tidak Diketahui,Shopee
Xiaomi Redmi A5 4/128 Garansi Resmi 1 tahun,1600000,2000.0,semarang (kota),Shopee
Xiaomi Redmi 15 8/128GB & 8/256GB [Garansi Resmi Xiaomi],2699000,579.0,surabaya (kota),Shopee
DZL - HP MOTOROLA Moto G06 Lagos Power 8/128 4/128 GB Original Resmi Official Store Handphone Ori,2099000,86.0,sleman (kabupaten),Shopee
"vivo iQOO Z10R [BISA INSTAN PENGIRIMAN], MediaTek Dimensity 7360-Turbo, 6500mAh 90W Bypass Charging, 120Hz AMOLED 3000nit, 50MP Sony IMX + Ultrawide, Dual Speaker + IP65",6299000,794.0,malang (kota),Shopee
VIVO Y71 RAM 6/128GB 4G Smartphone Android GARANSI 1TAHUN,465000,1000.0,jakarta utara (kota),Shopee
TECNO SPARK GO 3 Smartphone Original RAM 4/64GB 4/128GB Garansi Resmi 1 Tahun,1385000,191.0,tangerang (kota),Shopee
"iPhone 14 / 14+ (Ram 6GB, Rom 128GB/256GB/512GB)",9223000,78.0,malang (kota),Shopee
Samsung Galaxy A17 8/256GB - Black,3999000,1000.0,surabaya (kota),Shopee
Samsung Galaxy A56 5G 8GB/256GB I 12GB/256GB Garansi Resmi Samsung Indonesia,5999000,5000.0,jakarta pusat (kota),Shopee
Samsung Galaxy A17 8/256GB - Gray,3999000,1000.0,surabaya (kota),Shopee
Infinix Hot 60 Pro+ 8/128GB - Up to 16GB Extended RAM - Helio G200 - 6.78 inch 1.5k AMOLED - 50MP - 5160 mAh - NFC,2729000,3000.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 4G 4/64GB | 4/128GB | 6/128GB | 8/256GB [FREE ADAPTOR ORIGINAL SAMSUNG] - Garansi Resmi SEIN,1519000,1000.0,jakarta pusat (kota),Shopee
Infinix Hot 60i 6/128 GB dan 8/256 GB Baru dan Garansi  Resmi,1820000,219.0,surabaya (kota),Shopee
Infinix GT 30 5G 8/256GB [Garansi Resmi Infinix],3709000,15.0,surabaya (kota),Shopee
DZL - HP REALME Note 80 4/128 4/64 GB Original Garansi Resmi Official Store Ori Penerus Note 70,1649000,579.0,sleman (kabupaten),Shopee
Xiaomi Redmi 15C 6/128GB | 8/256GB - Garansi Indonesia,1939000,623.0,jakarta pusat (kota),Shopee
Hp Xiaomi Redmi 15 8/128GB 8/256GB 7000mAh GARANSI RESMI,2679000,23.0,ponorogo (kabupaten),Shopee
Samsung Galaxy A07 4/64GB 4/128GB 6/128GB 8/256GB - Garansi SEIN 1 Tahun,1635000,213.0,surabaya (kota),Shopee
INFINIX Hot 60 Pro+ 8/256GB ( +8GB EXTENDED RAM ) Garansi Resmi Infinix,2799000,4000.0,bekasi (kota),Shopee
Samsung Galaxy A26 5G 8/256GB [Garansi Resmi],4999000,169.0,badung (kabupaten),Shopee
