Produk,Harga_Produk,Produk_Terjual,Lokasi_Toko,E-Commerce
[Official Store] realme C85 (6/128GB)(8/128GB)(8/256GB) Snapdragon 685 — Garansi Resmi Indonesia,2599000,808.0,jakarta utara (kota),Shopee
Tecno Spark 30C 4G Ram 6/128GB | Ram 8/256GB,1557500,22.0,surabaya (kota),Shopee
Samsung Z Flip 5 8/512 // 8/256 Sein Mulus Terawat,6899000,18.0,sidoarjo (kabupaten),Shopee
Realme C65 4G Ram 8/128GB | Ram 8/256GB (Second),1750199,55.0,surabaya (kota),Shopee
ZTE NUBIA NEO 3 GT 5G 8/256GB  - Garansi Resmi,3299000,60.0,banjarmasin (kota),Shopee
Oppo A5 Pro 5G 8/256GB [Garansi Resmi Oppo ],4426000,32.0,gianyar (kabupaten),Shopee
VIVO Y20S ram 8+256 GB Bergaransi 1 tahun,1199000,295.0,jakarta barat (kota),Shopee
Samsung A06 5G 6/128 garansi resmi Indonesia 100% original,2099000,39.0,surabaya (kota),Shopee
Xiaomi Redmi Note 14 Pro+ Plus 5G [12GB+512GB] - Garansi Resmi 1 Tahun,4899000,25.0,jakarta utara (kota),Shopee
Nubia A76 5G 8/128GB Unisoc T8300 50MP 5000mAh | Garansi Resmi Nubia Indonesia 1 Tahun,2027000,30.0,tangerang (kota),Shopee
Samsung Galaxy A36 [8/256 GB] Garansi Resmi Samsung Indonesia,5999000,897.0,jakarta barat (kota),Shopee
Realme C85 Pro 8/256 8/128 6/128 IP69 Water Resistance 7000mAh+45W Garansi Resmi Realme Indonesia,2599000,426.0,jakarta utara (kota),Shopee
"Samsung Galaxy A35 5G 8/256GB - 8/128GB, NEW SEGEL 100 % ORIGINAL",4499000,112.0,surabaya (kota),Shopee
Xiaomi Redmi 13 8/256 | 8/128 Garansi Resmi Xiaomi Indonesia | Handphone Terbaru,1999000,35.0,surabaya (kota),Shopee
Infinix GT 30 Pro 5G RAM 8GB 256GB dan 12GB 256 Garansi Resmi,4799000,337.0,surabaya (kota),Shopee
XIAOMI Redmi Note 14 5G 8/256GB - Garansi Resmi,3299000,214.0,banjarmasin (kota),Shopee
Poco F6 5G 12/512 Garansi Resmi Xiaomi 100% Original,5749000,273.0,surabaya (kota),Shopee
"HP INFINIX NOTE 50 PRO 4G NFC 8/256,INFINIX NOTE 50 NFC 8/256GB (GARANSI RESMI INFINIX 1 TAHUN)",5500000,519.0,surabaya (kota),Shopee
XIAOMI 14T 5G ( 12/256GB & 12/512GB ) GARANSI RESMI TAM XIAOMI 100% ORIGINAL GARANSI RESMI XIAOMI,6048000,575.0,surabaya (kota),Shopee
Realme C85 Pro (8/128 / 8/256)  C65 / C85 Pro Garansi Resmi,2825000,5000.0,jakarta selatan (kota),Shopee
Samsung A52 8/128 8/256 Fullset Normal Siap Lembur,1999999,54.0,surakarta (kota),Shopee
samsung s22 5g 256 gb garansi resmi sein fullset,5000000,32.0,tangerang (kabupaten),Shopee
VIVO V60 5G {8GB/256GB} {12GB/256GB} {12GB/512GB} Garansi Resmi Vivo Seindonesia,6499000,64.0,surabaya (kota),Shopee
Samsung Galaxy A07 8/256 | 6/128 | 4/128 | 4/64 GB Terbaru Garansi Resmi Samsung Indonesia,1699000,13.0,surabaya (kota),Shopee
Infinix Note 40 Pro 5G [8/256 GB] Garansi Resmi Infinix Indonesia 1 Tahun,3999000,4000.0,jakarta barat (kota),Shopee
Infinix Smart 9 HD 4GB+4GB/64GB Garansi Resmi 1 Tahun,1475000,577.0,jakarta timur (kota),Shopee
INFINIX HOT 40 PRO RAM 8/256 GARANSI 1 TAHUN,2199000,37.0,surabaya (kota),Shopee
Hp Vivo V70 5G 12/256GB RAM 12GB+12GB Extended ROM 256GB Garansi Resmi Android Handphone Terbaru COD,8739080,88.0,jakarta utara (kota),Shopee
Xiaomi Redmi Note Note 15 Pro (  5G ) 8/256 12/512 Note 15 Pro Garansi Resmi Tam,4549000,3000.0,jakarta selatan (kota),Shopee
"ZTE Blade A56 4/128GB - Layar 6.75"" 90Hz Unisoc T7200 (12nm), 5000mAh | Garansi Resmi ZTE Indonesia 1 Tahun",1453000,55.0,tangerang (kota),Shopee
Infinix Smart 10 4/128 4/64 New Garansi Resmi,1379000,394.0,bogor (kota),Shopee
Xiaomi Redmi Note 14 5G 12+512GB Bisa Paylater Ciciclan 0% | 8+256GB Original Garansi Resmi Xiaomi Indonesia BNIB,3329000,67.0,surabaya (kota),Shopee
Samsung Galaxy A25 5G 8/256 Gb Handphone Terbaru Samsung Dengan Sinyal 5G Ram 8/256 dan ram 8/128,3799000,72.0,surabaya (kota),Shopee
Vivo Y28 Ram 6/128GB | Ram 8/128GB | Ram 8/256GB( Second ),1680999,31.0,surabaya (kota),Shopee
POCO X7 Pro 5G 12/512 GB Original New Garansi Resmi,5249000,64.0,sidoarjo (kabupaten),Shopee
ZTE Nubia A56 (4GB+8GB)/128GB - Garansi Resmi,1549000,33.0,banjarbaru (kota),Shopee
